SNP	PVALUE
rs3811746	0.1494
rs1845556	0.541
rs10033071	0.1239
rs7665177	0.9216
rs10856989	0.3637
rs7684786	0.5536
rs13115127	0.04066
rs6830161	0.3546
rs6850538	0.427
rs1561385	0.08314
rs4862843	0.04715
rs10520424	0.8095
rs4558873	0.4885
rs13148592	0.6389
rs3774934	0.05036
rs7699358	0.7667
rs17056855	0.512
rs17030570	0.6245
rs12639645	0.2789
rs1906188	0.3717
rs2324237	0.9196
rs17044855	0.2667
rs11728337	0.9245
rs1897694	0.02398
rs1595185	0.1756
rs17036462	0.465
rs11097358	0.3084
rs2332086	0.6206
rs17699721	0.1559
rs9312555	0.001374
rs7658610	0.1898
rs1499111	0.07893
rs2202697	0.15954
rs2347944	0.002923
rs13151018	0.1992
rs950590	0.5548
rs7694149	0.05058
rs1672640	0.9371
rs6858853	0.5426
rs4697648	0.1585
rs13146885	0.1992
rs4324613	0.4564
rs4543192	0.07213
rs6824997	0.328
rs1396688	0.7457
rs13112651	0.3823
rs2704573	0.4168
rs6811622	0.2717
rs6858774	0.05488
rs6532383	0.2187
rs9999658	0.775
rs12641319	0.7831
rs4834247	0.4368
rs12650457	0.05354
rs12643153	0.136
rs11933063	0.6419
rs892862	0.1501
rs977955	0.4125
rs6838098	0.9909
rs11735982	0.02204
rs4863799	0.07312
rs11733236	0.3472
rs4588507	0.2781
rs4861360	0.5691
rs6554404	0.13224
rs12650768	0.5714
rs1841050	0.4679
rs17483176	0.3101
rs6814452	0.4797
rs9997922	0.1587
rs6824546	0.4119
rs17032126	0.5146
rs1158430	0.0841
rs4241935	0.9052
rs13120068	0.19698
rs12640317	0.9849
rs2597751	0.1872
rs10470907	0.288
rs1597979	0.07492
rs1429117	0.1754
rs12499481	0.4697
rs993173	0.3758
rs1462775	0.6263
rs10000132	0.5499
rs2100281	0.292
rs6448771	0.2215
rs1948016	0.16602
rs1486019	0.4092
rs7696537	0.7353
rs7690066	0.05599
rs11098270	0.2083
rs487274	0.10102
rs11735292	0.591
rs4698170	0.2133
rs7654132	0.134
rs4532215	0.7447
rs7692244	0.2402
rs7683908	0.2139
rs11938228	0.6301
rs10001415	0.9945
rs11098420	0.7651
rs9996605	0.2614
rs6819765	0.9319
rs17041506	0.611
rs2406015	0.01786
rs6826644	0.3399
rs6817661	0.2851
rs1490593	0.6717
rs2035460	0.6327
rs2612407	0.1514
rs2389922	0.6071
rs1426730	0.4213
rs10519523	0.07958
rs11722518	0.1796
rs12649807	0.6668
rs4697830	0.2498
rs162570	0.2479
rs4696321	0.9799
rs6835107	0.2928
rs7660418	0.0004304
rs17827016	0.1375
rs13127789	0.5894
rs416046	0.667
rs13131490	0.9821
rs4526008	0.7571
rs687188	0.5234
rs6827101	0.2721
rs9946	0.9081
rs7690663	0.02454
rs17086474	0.4156
rs6830490	0.0713
rs13135074	0.6784
rs2241817	0.751
rs2634951	0.6864
rs6832508	0.8919
rs4698441	0.3827
rs1526235	0.4377
rs6857090	0.8102
rs6857087	0.9974
rs7662107	0.5444
rs9291619	0.8317
rs6832865	0.9926
rs201825	0.3913
rs6857846	0.8895
rs6552193	0.065
rs2389072	0.543
rs12054508	0.2275
rs11939508	0.1347
rs1866835	0.6847
rs7658034	0.3997
rs10939543	0.4551
rs17038704	0.03282
rs13126439	0.3238
rs2691389	0.7643
rs11733223	0.8887
rs17653263	0.4163
rs16869940	0.2773
rs6827325	0.1462
rs2635362	0.05719
rs1510896	0.7616
rs976470	0.6988
rs6836592	0.8563
rs4863947	0.7805
rs6826213	0.2391
rs7670607	0.6486
rs12504311	0.4594
rs4610407	0.5256
rs12498826	0.1017
rs1523546	0.9984
rs1553985	0.08517
rs3733288	0.8743
rs1490587	0.6105
rs7686685	0.2048
rs1900086	0.0716
rs493093	0.1821
rs6821859	0.02198
rs12506162	0.5745
rs1389038	0.5786
rs6835095	0.4664
rs13118964	0.6073
rs10007631	0.7911
rs11731062	0.3169
rs17045555	0.4346
rs420389	0.4573
rs1119254	0.8406
rs17624486	0.9606
rs10518178	0.3788
rs2970882	0.12704
rs13140378	0.4218
rs17544415	0.6418
rs990321	0.03391
rs4283700	0.09834
rs13126507	0.738
rs12504462	0.3864
rs1863308	0.2971
rs2319880	0.05616
rs4693908	0.3778
rs2706012	0.1495
rs17744632	0.5966
rs2309760	0.7744
rs4862928	0.3427
rs7681396	0.9472
rs360952	0.5363
rs382829	0.7761
rs4295245	0.5436
rs2726481	0.2601
rs4991921	0.7575
rs13140767	0.14872
rs4693735	0.6207
rs950355	0.971
rs6829728	0.746
rs16875658	0.3572
rs6836128	0.4298
rs6812018	0.1826
rs6849997	0.2919
rs2968684	0.9103
rs2200126	0.8102
rs4862535	0.6205
rs17765181	0.263
rs887916	0.16116
rs3135164	0.08478
rs11098871	0.9776
rs17676256	0.8434
rs17504324	0.03024
rs2695218	0.748
rs13127683	0.8711
rs1903579	0.05212
rs12641621	0.14286
rs2866640	0.4423
rs13105355	0.03374
rs13121054	0.2764
rs6833397	0.05965
rs2588758	0.275
rs13127384	0.5609
rs11728021	0.7951
rs10017595	0.7329
rs1531792	0.10242
rs7659504	0.8013
rs17670377	0.369
rs17273198	0.118
rs17019874	0.08945
rs10031292	0.13598
rs11735059	0.418
rs17361495	0.003345
rs10938353	0.9607
rs10004471	0.6892
rs4610335	0.07636
rs7674870	0.1359
rs12649512	0.968
rs10005110	0.4999
rs16883243	0.10134
rs13125967	0.469
rs11732823	0.3603
rs7667683	0.9682
rs2162399	0.6533
rs1500825	0.4835
rs2133841	0.6133
rs7699888	0.9115
rs13111027	0.6635
rs12642185	0.3074
rs4382065	0.568
rs2407436	0.0517
rs4536919	0.07528
rs1993665	0.5157
rs17867559	0.1575
rs332983	0.2228
rs1921880	0.4922
rs16891587	0.3364
rs6845689	0.6259
rs1846874	0.3481
rs280104	0.03272
rs6837954	0.8137
rs7677645	0.8932
rs4234746	0.609
rs10520469	0.8011
rs11098396	0.09868
rs1371158	0.9251
rs2882089	0.1771
rs6812544	0.4545
rs6815819	0.2483
rs4550954	0.18038
rs6815990	0.5726
rs1523562	0.8244
rs2051788	0.9053
rs2535498	0.8036
rs7658139	0.7264
rs6844693	0.6681
rs13152272	0.7923
rs7668497	0.1589
rs2333398	0.7312
rs3775226	0.06916
rs6532412	0.2638
rs9291240	0.4704
rs320761	0.06872
rs195123	0.0763
rs7681188	0.2317
rs10518228	0.5197
rs12508742	0.3844
rs7672171	0.3268
rs11099255	0.8983
rs10016994	0.9303
rs11929851	0.1984
rs955185	0.9086
rs7692344	0.241
rs7668533	0.5326
rs13149928	0.5793
rs2660329	0.6341
rs1840392	0.3313
rs7698502	0.9647
rs11942897	0.04587
rs11732312	0.1042
rs4574484	0.1343
rs11733759	0.6616
rs7438817	0.04326
rs391529	0.2407
rs12512060	0.151
rs13147861	0.5918
rs9998793	0.8548
rs1813970	0.15288
rs2030620	0.9917
rs4689801	0.001371
rs7665536	0.16898
rs17362430	0.6399
rs11562843	0.8158
rs7681266	0.1462
rs7654151	0.9845
rs12509186	0.8428
rs6831004	0.11908
rs12510061	0.0413
rs6819504	0.013
rs11097035	0.19546
rs12647708	0.6643
rs17035581	0.05105
rs6820321	0.3765
rs17031960	0.293
rs17791190	0.7179
rs4407492	0.3432
rs11732645	0.05962
rs6827542	0.4299
rs2604578	0.0005689
rs10012533	0.1301
rs1442855	0.9862
rs7678440	0.19068
rs9306937	0.09172
rs1392762	0.1977
rs3846318	0.1108
rs13136075	0.2261
rs958632	0.2448
rs13130674	0.3212
rs10516183	0.4343
rs6858423	0.7021
rs2510786	0.06722
rs1866798	0.3676
rs354850	0.2523
rs10033034	0.9094
rs13142053	0.0783
rs7675565	0.08849
rs4699502	0.4049
rs16895895	0.02324
rs6847374	0.3669
rs2331935	0.4744
rs1398941	0.8139
rs6858544	0.6899
rs2128863	0.7701
rs2044523	0.3856
rs4307032	0.7471
rs7699920	0.5366
rs12142	0.08964
rs9654068	0.9706
rs3806810	0.983
rs11131533	0.771
rs1387465	0.5155
rs1386115	0.07884
rs6820454	0.7633
rs6827392	0.09945
rs2019251	0.5943
rs10058228	0.2853
rs6555019	0.7646
rs10057590	0.721
rs17727364	0.9577
rs12518227	0.1349
rs7718468	0.6972
rs10939944	0.02029
rs10478183	0.18404
rs9687618	0.8654
rs6873942	0.8193
rs11750308	0.8151
rs11742030	0.9042
rs17211585	0.7611
rs52131	0.6903
rs9327005	0.8983
rs6871041	0.06575
rs10061838	0.08791
rs1279736	0.3153
rs2526155	0.9706
rs6875586	0.2752
rs1036562	0.9577
rs7716788	0.1429
rs6871764	0.4142
rs10038929	0.8948
rs6556030	0.9917
rs12515797	0.7565
rs6871279	0.5712
rs4282324	0.4031
rs7700363	0.8867
rs10473954	0.1565
rs9292637	0.2957
rs10515475	0.5452
rs5909	0.8017
rs714206	0.11926
rs6892781	0.7867
rs33724	0.5279
rs4240381	0.3522
rs6595690	0.02595
rs13162483	0.3589
rs3935351	0.6554
rs6883228	0.2651
rs10062771	0.2035
rs1544958	0.4338
rs17153947	0.3679
rs1551604	0.3634
rs335622	0.7318
rs10073672	0.6999
rs6595861	0.688
rs10942299	0.08728
rs10941605	0.2622
rs11133825	0.8324
rs154118	0.02689
rs3101866	0.4395
rs10463464	0.6601
rs12153753	0.07436
rs11739961	0.9401
rs252742	0.11176
rs1875473	0.5181
rs7706189	0.8185
rs10041686	0.6103
rs2963698	0.4206
rs17207026	0.06762
rs681446	0.234
rs11951374	0.6934
rs1428422	0.1629
rs9885539	0.9778
rs17107192	0.3523
rs30673	0.00687
rs2367182	0.04728
rs11950033	0.16628
rs6862041	0.9244
rs17218749	0.1499
rs6556568	0.6932
rs7721407	0.5694
rs289004	0.368
rs9942420	0.9072
rs6897616	0.2904
rs1589781	0.7564
rs2290617	0.8207
rs11748651	0.0863
rs7701312	0.209
rs4868111	0.5046
rs6580180	0.3414
rs4702942	0.13294
rs7725523	0.4426
rs1965911	0.0579
rs4073827	0.5008
rs17341747	0.8566
rs9968663	0.3803
rs318404	0.3364
rs10213927	0.13802
rs13156814	0.08924
rs6897302	0.491
rs7717864	0.9756
rs13177725	0.7212
rs17083380	0.005526
rs13165844	0.07861
rs4033318	0.2145
rs6880419	0.07824
rs13187101	0.1905
rs9291949	0.6684
rs10074318	0.05066
rs6899175	0.9036
rs294478	0.602
rs2624505	0.5125
rs7718894	0.17032
rs9647570	0.6873
rs498360	0.3579
rs1877628	0.7993
rs17794889	0.7584
rs13178689	0.01391
rs2565004	0.7051
rs10076899	0.4673
rs37764	0.7711
rs249363	0.10868
rs4489091	0.3957
rs9327098	0.3432
rs2559974	0.3851
rs4958241	0.8388
rs1875500	0.4374
rs1421934	0.9694
rs11949270	0.8865
rs331392	0.4168
rs10069800	0.7591
rs31543	0.9108
rs6896636	0.986
rs17787671	0.1683
rs13357268	0.06122
rs1455546	0.1008
rs10035547	0.0207
rs636266	0.5353
rs17165428	0.8777
rs11948315	0.3889
rs6890869	0.0503
rs2223090	0.7091
rs959314	0.7175
rs1825531	0.08486
rs2721769	0.5794
rs557438	0.01601
rs13188962	0.08055
rs249561	0.19488
rs13176121	0.3827
rs11746555	0.08578
rs1899315	0.2873
rs12521060	0.07145
rs13357238	0.4948
rs11960049	0.4682
rs4621547	0.15666
rs6873368	0.9138
rs17107181	0.08312
rs7701791	0.7002
rs7728089	0.007187
rs973901	0.06224
rs906067	0.9631
rs331497	0.6914
rs10073556	0.11136
rs11134827	0.8028
rs6868232	0.5521
rs1316753	0.4154
rs262882	0.977
rs985525	0.9746
rs11749262	0.0124
rs1799583	0.7014
rs1835241	0.352
rs9292154	0.9819
rs254440	0.9736
rs4958625	0.5333
rs712587	0.7734
rs10473648	0.2705
rs963437	0.2107
rs9314136	0.8636
rs16875511	0.2994
rs2099095	0.6726
rs277871	0.9906
rs712626	0.08098
rs258754	0.7969
rs17442345	0.2617
rs2941887	0.7123
rs248371	0.12148
rs1609785	0.04133
rs2665181	0.19682
rs1432951	0.1298
rs3850908	0.2361
rs334465	0.9072
rs533308	0.4984
rs17658764	0.7691
rs11955223	0.1173
rs11742593	0.19082
rs10516032	0.1907
rs166024	0.8872
rs245178	0.1896
rs37524	0.5469
rs3861858	0.09084
rs17257674	0.4203
rs16872094	0.6616
rs1304337	0.2197
rs1046012	0.2018
rs11750332	0.9775
rs26889	0.1888
rs2061638	0.9298
rs349607	0.9816
rs11955550	0.8147
rs279108	0.364
rs17626419	0.8253
rs17731287	0.05776
rs9313907	0.2073
rs11948445	0.4301
rs153896	0.2355
rs7703178	0.4431
rs10077020	0.03808
rs31039	0.008176
rs6450388	0.3869
rs17118468	0.16404
rs4921247	0.02785
rs13165259	0.9812
rs4702543	0.4941
rs4529196	0.8278
rs246406	0.8105
rs4576161	0.2159
rs32031	0.2863
rs10038453	0.5438
rs16872528	0.1348
rs11739878	0.6398
rs11134782	0.02456
rs1603104	0.7384
rs922477	0.6269
rs9283717	0.6361
rs3885614	0.3474
rs10060480	0.2592
rs10942614	0.1182
rs10067333	0.4208
rs1862390	0.08876
rs6879130	0.6683
rs2140043	0.2384
rs6870410	0.5041
rs17083807	0.05519
rs384521	0.53
rs6861217	0.363
rs9687751	0.11896
rs6863436	0.4934
rs12717913	0.1288
rs777849	0.05915
rs12655665	0.1846
rs17418582	0.09352
rs268527	0.4791
rs2035280	0.9752
rs6891654	0.1058
rs4457100	0.3622
rs10058651	0.9257
rs4510595	0.08666
rs2544576	0.8975
rs13171515	0.2916
rs250769	0.8068
rs4563644	0.8499
rs1353082	0.7366
rs10440778	0.4771
rs16878428	0.1419
rs10039598	0.12978
rs252807	0.8341
rs4912856	0.5661
rs7701255	0.15066
rs4836263	0.01545
rs1863934	0.05056
rs7379286	0.6345
rs7729894	0.9098
rs17523026	0.3741
rs17493781	0.5549
rs3857276	0.1751
rs6873011	0.3924
rs4704162	0.3821
rs17396837	0.513
rs12518034	0.1738
rs4916667	0.3095
rs2859477	0.18504
rs346852	0.02582
rs2561124	0.07162
rs17059223	0.002378
rs32681	0.4614
rs11745888	0.1315
rs4701741	0.3975
rs164386	0.3397
rs12332500	0.5853
rs2217249	0.08403
rs1561734	0.8611
rs916956	0.06425
rs922535	0.8382
rs863791	0.8299
rs10514870	0.14546
rs10043165	0.9411
rs9313397	0.2839
rs10513024	0.018882
rs6884239	0.6674
rs4701151	0.05646
rs319915	0.8984
rs248739	0.6686
rs2436353	0.174
rs17706547	0.10296
rs4704200	0.4461
rs6868993	0.7639
rs27024	0.1681
rs2914176	0.3799
rs270178	0.7796
rs2286060	0.6065
rs1549310	0.7189
rs6886216	0.5937
rs1549250	0.3376
rs6865736	0.06752
rs6885876	0.1325
rs7709907	0.464
rs1363351	0.9092
rs12188464	0.18194
rs4700033	0.8008
rs245355	0.3703
rs6873467	0.8648
rs394930	0.6106
rs11747737	0.9756
rs988558	0.8856
rs13179273	0.9027
rs10900753	0.9365
rs11960388	0.1658
rs6890775	0.4143
rs4131290	0.4641
rs6864305	0.2748
rs17659864	0.02222
rs4867710	0.9802
rs357269	0.3311
rs17258745	0.4295
rs7735234	0.335
rs12152902	0.2086
rs161551	0.9554
rs6601232	0.9154
rs952940	0.7908
rs2371233	0.7947
rs17562485	0.6173
rs12654126	0.11474
rs300245	0.9964
rs918527	0.3383
rs13183882	0.873
rs1514867	0.715
rs250382	0.5252
rs1808084	0.6575
rs13176419	0.06035
rs150631	0.009468
rs6895107	0.4275
rs2035992	0.4373
rs260725	0.8287
rs689544	0.8245
rs2433036	0.8528
rs10045408	0.6458
rs1863939	0.4536
rs3934498	0.06178
rs251793	0.5674
rs16901083	0.6345
rs6882787	0.2415
rs484113	0.1635
rs26422	0.6991
rs17166050	0.8374
rs17303001	0.8097
rs338873	0.2845
rs702745	0.6711
rs4868696	0.01551
rs7720424	0.5145
rs10051885	0.259
rs10942636	0.8855
rs11750888	0.7855
rs10068031	0.7216
rs2568984	0.7992
rs1871475	0.07434
rs4081722	0.07343
rs178934	0.9496
rs13165289	0.9206
rs10900706	0.09096
rs7711080	0.8369
rs13162151	0.9562
rs10478678	0.5878
rs1582420	0.5107
rs27365	0.6561
rs275823	0.5725
rs387390	0.7783
rs1156008	0.06265
rs13162396	0.09084
rs26947	0.4219
rs595285	0.7419
rs6555705	0.8256
rs10074533	0.4503
rs4868425	0.113
rs463016	0.141
rs16898886	0.1282
rs10036376	0.8571
rs10075832	0.6481
rs2303058	0.7459
rs4367331	0.16852
rs4701729	0.3135
rs30331	0.04194
rs4583918	0.0502
rs27431	0.08462
rs6580034	0.518
rs13160920	0.524
rs11134700	0.7039
rs11745977	0.6458
rs6894730	0.06261
rs13169441	0.2807
rs16868670	0.06456
rs9327197	0.04042
rs247656	0.8361
rs2967217	0.6546
rs11744391	0.06737
rs4129942	0.2734
rs6555847	0.8377
rs7712613	0.991
rs9325017	0.02652
rs1585047	0.4587
rs1560932	0.3773
rs2339992	0.8751
rs17343902	0.5239
rs16902819	0.4187
rs12188004	0.5987
rs10039073	0.05126
rs12657685	0.07934
rs17519054	0.04134
rs551357	0.6785
rs255886	0.3928
rs959059	0.9356
rs1465687	0.3231
rs1432844	0.3985
rs4921250	0.4588
rs1401623	0.1602
rs4146346	0.3884
rs1421700	0.4562
rs6867388	0.3045
rs6863973	0.2252
rs10042177	0.7331
rs10040138	0.07652
rs6869976	0.03274
rs6886139	0.4824
rs4700774	0.1581
rs10037299	0.3702
rs13169195	0.4337
rs245520	0.06127
rs7700440	0.583
rs34699	0.7512
rs267959	0.534
rs257899	0.7163
rs741576	0.3001
rs160775	0.09328
rs12523279	0.5726
rs10067633	0.8908
rs571695	0.8264
rs4867281	0.05615
rs16889167	0.8292
rs421548	0.4053
rs13177897	0.0198
rs292957	0.1339
rs17156441	0.7898
rs1972773	0.14084
rs13356446	0.4149
rs2560624	0.0448
rs10063876	0.00334
rs190903	0.9163
rs13174659	0.22
rs10056014	0.09957
rs10057613	0.5589
rs17068250	0.3136
rs10515522	0.2481
rs7728075	0.9393
rs1898544	0.07206
rs17705560	0.7808
rs13167076	0.3403
rs26970	0.10994
rs10036340	0.3315
rs511393	0.7891
rs7729487	0.6615
rs9637846	0.7895
rs4921239	0.9805
rs1461233	0.4267
rs6865404	0.1221
rs717763	0.5477
rs10074167	0.331
rs264741	0.38
rs17674132	0.9398
rs3797238	0.2171
rs10064584	0.6229
rs4701218	0.6409
rs4921085	0.4527
rs171716	0.3616
rs4309923	0.7363
rs4895179	0.3693
rs40255	0.1465
rs40184	0.4112
rs4865694	0.4308
rs4395668	0.3121
rs10477350	0.5581
rs10477973	0.6562
rs12523240	0.04649
rs256091	0.9472
rs10463861	0.008908
rs7709727	0.6092
rs10065919	0.5126
rs17145475	0.4765
rs7717576	0.2592
rs12659634	0.1122
rs3846497	0.2368
rs1079328	0.1093
rs16877859	0.6768
rs1700680	0.002143
rs12188654	0.3584
rs2339745	0.2383
rs1694065	0.2114
rs7706116	0.7458
rs6871977	0.9361
rs32653	0.7603
rs17478778	0.1637
rs45052	0.3426
rs567367	0.3982
rs2649703	0.1206
rs7730940	0.5434
rs4702100	0.8133
rs12719151	0.7701
rs6890362	0.14906
rs770183	0.2913
rs6865276	0.3103
rs7728220	0.5332
rs6890210	0.9627
rs5745118	0.6915
rs12652211	0.2878
rs247998	0.5858
rs13189908	0.2895
rs1559078	0.8666
rs295697	0.4236
rs4958006	0.3307
rs1346428	0.3022
rs860815	0.7432
rs12332151	0.01027
rs4869585	0.146
rs4292454	0.8721
rs6596007	0.05833
rs1030182	0.141
rs10045813	0.3156
rs6890714	0.06306
rs7730693	0.1331
rs7730064	0.4639
rs2583904	0.3961
rs13355819	0.1049
rs4866999	0.7436
rs6896613	0.9912
rs12152937	0.544
rs4576180	0.15638
rs9292436	0.6061
rs356445	0.14626
rs1433612	0.8605
rs4571439	0.3521
rs12519384	0.19102
rs190446	0.8281
rs6555321	0.8849
rs1421680	0.39
rs7731999	0.6328
rs1191733	0.8801
rs386994	0.8872
rs4705074	0.2524
rs1601701	0.2635
rs16889725	0.7276
rs4957830	0.011116
rs1432676	0.1948
rs11745393	0.4782
rs13355768	0.011164
rs7712177	0.2577
rs17665252	0.018726
rs12655815	0.5413
rs4866362	0.7006
rs244646	0.0724
rs1734283	0.053
rs1909706	0.008464
rs17626893	0.7669
rs10035808	0.0347
rs7705780	0.8393
rs2532030	0.1195
rs905783	0.08128
rs10079546	0.8722
rs3733731	0.136
rs11955412	0.9223
rs7712832	0.7923
rs1394674	0.1361
rs2406527	0.7882
rs12518393	0.2811
rs16868972	0.1795
rs831774	0.0886
rs17061071	0.9398
rs1505004	0.8599
rs10520969	0.1403
rs11958647	0.4873
rs11958432	0.6509
rs1719308	0.7541
rs2304024	0.8965
rs9791011	0.3481
rs905823	0.4468
rs300220	0.3851
rs6892139	0.04995
rs962101	0.5202
rs6600955	0.003982
rs13172141	0.4786
rs380796	0.09918
rs7718627	0.8838
rs692652	0.6444
rs10071406	0.5589
rs10477614	0.8655
rs261181	0.4139
rs2410766	0.3749
rs32043	0.6139
rs263375	0.693
rs2891895	0.0849
rs11745130	0.3873
rs1552835	0.2683
rs12108782	0.07284
rs9765568	0.4165
rs17567758	0.325
rs1076361	0.1713
rs13160491	0.09296
rs637663	0.3691
rs288033	0.08365
rs17479816	0.15562
rs12516970	0.1695
rs12515410	0.3167
rs7738024	0.9693
rs12522670	0.8889
rs888990	0.019296
rs10428678	0.6983
rs11949685	0.09466
rs2457110	0.2632
rs11738456	0.3521
rs1356692	0.06918
rs233372	0.7432
rs10512924	0.6543
rs2652154	0.08337
rs10454838	0.3428
rs6860194	0.6717
rs335206	0.4862
rs6859598	0.2432
rs4868512	0.3964
rs1900192	0.9419
rs386658	0.09148
rs16896003	0.3125
rs7705216	0.18372
rs6594865	0.1987
rs6556111	0.5889
rs2398671	0.09452
rs1477331	0.4265
rs1870559	0.3067
rs12514247	0.6867
rs7732492	0.01117
rs17431559	0.3266
rs6885904	0.08623
rs824885	0.8292
rs6881954	0.8768
rs11747766	0.9198
rs11746232	0.6704
rs264129	0.02738
rs4311446	0.05154
rs1422343	0.9594
rs17135520	0.03268
rs1819074	0.028
rs13357750	0.19922
rs9283748	0.1277
rs17099022	0.2623
rs300065	0.05209
rs2337018	0.6084
rs17078336	0.1982
rs6897334	0.6947
rs2455170	0.2721
rs9451771	0.0624
rs673156	0.2865
rs345729	0.5869
rs1736577	0.2685
rs2130589	0.8402
rs9277952	0.06707
rs9467333	0.9944
rs4715854	0.7233
rs9351293	0.1412
rs9446627	0.2326
rs2502004	0.466
rs2874514	0.2406
rs12201851	0.2567
rs13195757	0.9319
rs10485052	0.57
rs10499223	0.5656
rs413167	0.4595
rs6457958	0.3059
rs3005518	0.7628
rs10456733	0.6384
rs9360958	0.14998
rs7744115	0.7687
rs1383266	0.4783
rs3799610	0.2618
rs6458564	0.7187
rs4272224	0.1332
rs9462853	0.2478
rs9295355	0.0119
rs6920657	0.5296
rs2274822	0.03046
rs12201338	0.7752
rs4896569	0.05109
rs4343896	0.6937
rs1674728	0.2028
rs9349640	0.461
rs6931021	0.04902
rs500547	0.1109
rs12212232	0.2321
rs200256	0.01867
rs11758540	0.6362
rs9343052	0.161
rs1715026	0.7059
rs17083610	0.17702
rs17654202	0.0856
rs1150743	0.1735
rs9371042	0.4487
rs1543482	0.3604
rs2152802	0.11552
rs493818	0.05726
rs6913911	0.02368
rs1321881	0.1698
rs6570814	0.1384
rs9404210	0.8421
rs4706142	0.1624
rs9328059	0.5429
rs1203164	0.7255
rs13202752	0.51
rs4360148	0.4395
rs16892840	0.2079
rs993619	0.964
rs17323391	0.14854
rs4711374	0.10122
rs9379341	0.4492
rs2051649	0.08378
rs1339322	0.1937
rs9347888	0.6314
rs1555037	0.5361
rs6933440	0.02932
rs9492424	0.5948
rs197133	0.529
rs6902357	0.9167
rs2050184	0.007874
rs17307430	0.7947
rs2328225	0.8846
rs2247210	0.03887
rs7451236	0.5771
rs7772440	0.2534
rs10872403	0.8403
rs479238	0.8137
rs9504033	0.17046
rs9322540	0.7959
rs9296484	0.9269
rs9445695	0.006378
rs9321704	0.03744
rs12525233	0.1448
rs12665293	0.8042
rs404648	0.3091
rs9345418	0.8495
rs2803099	0.06722
rs804837	0.9327
rs9367805	0.2999
rs2325965	0.0437
rs12191909	0.2379
rs973399	0.7209
rs12198263	0.02312
rs3823287	0.06546
rs12216514	0.8908
rs4348327	0.5703
rs2504267	0.9965
rs7752736	0.011456
rs2299062	0.7537
rs9359396	0.04318
rs12207205	0.1503
rs9395931	0.628
rs2072916	0.6653
rs9352838	0.1461
rs708043	0.3535
rs7739801	0.1455
rs1316434	0.07206
rs614159	0.3825
rs7767999	0.09462
rs17505891	0.9895
rs9486285	0.7545
rs833061	0.8522
rs9372788	0.8122
rs9471449	0.8756
rs1876373	0.6481
rs2094571	0.07334
rs2932984	0.7782
rs4077020	0.9598
rs6915651	0.0019264
rs635512	0.0412
rs6938253	0.04105
rs17503505	0.9875
rs13191376	0.03196
rs9918467	0.9052
rs9328278	0.7914
rs10946673	0.3352
rs228186	0.08694
rs6907460	0.2987
rs318448	0.5395
rs10484575	0.8898
rs10456637	0.7106
rs4715902	0.3501
rs4472361	0.1896
rs1342634	0.913
rs9492536	0.9958
rs210645	0.7155
rs9374447	0.1704
rs11968251	0.4193
rs4336464	0.2935
rs9505947	0.2168
rs3924965	0.2923
rs17796028	0.6815
rs7739018	0.4179
rs197951	0.08708
rs267179	0.4476
rs1407514	0.4239
rs673676	0.5733
rs200211	0.9928
rs149961	0.1097
rs538827	0.7821
rs7761301	0.4091
rs6908465	0.7691
rs215935	0.2925
rs200484	0.07522
rs12662264	0.8944
rs13218797	0.09739
rs4715464	0.6102
rs3005179	0.002386
rs515311	0.14116
rs7758956	0.3969
rs9368219	0.0001501
rs10948728	0.02664
rs7772622	0.06937
rs12198624	0.8113
rs10457104	0.2326
rs9369585	0.3801
rs643960	0.6627
rs9362788	0.6005
rs2268730	0.639
rs6937012	0.3175
rs17729786	0.6968
rs12191494	0.019954
rs6459119	0.3031
rs9368568	0.1329
rs2855804	0.257
rs4946076	0.01078
rs851459	0.6744
rs9476922	0.641
rs221558	0.3091
rs9490571	0.6502
rs13195887	0.2264
rs545584	0.3843
rs7740575	0.2786
rs1204788	0.2282
rs1321267	0.6413
rs9342152	0.8743
rs4299828	0.03402
rs9404221	0.992
rs9504245	0.7217
rs9369874	0.4613
rs11752339	0.6861
rs9388294	0.3575
rs4714456	0.5262
rs12663908	0.247
rs6918658	0.03512
rs12212833	0.09735
rs17071424	0.4521
rs12198478	0.7178
rs6929214	0.9629
rs7754604	0.4688
rs2807889	0.8502
rs11753411	0.3207
rs845873	0.5149
rs9387118	0.1225
rs9296057	0.7376
rs1063320	0.1073
rs1325474	0.017912
rs9473526	0.4411
rs341135	0.5552
rs3891962	0.12704
rs11153020	0.5805
rs9366694	0.13254
rs7744363	0.3967
rs9471941	0.07597
rs2926349	0.5253
rs2983884	0.8672
rs9476916	0.07126
rs9496769	0.6842
rs1034447	0.922
rs6458711	0.114
rs7771801	0.4634
rs7741619	0.5817
rs11758432	0.2544
rs9341865	0.5726
rs415317	0.03163
rs984500	0.1808
rs9396710	0.5246
rs1111994	0.9222
rs983695	0.9503
rs9481770	0.8554
rs1180232	0.6668
rs1009605	0.7422
rs16881241	0.09806
rs1590560	0.9987
rs3094117	0.2352
rs2608963	0.1236
rs12191105	0.336
rs12196933	0.5017
rs9375452	0.8752
rs7755120	0.4632
rs12207504	0.3734
rs9342425	0.2912
rs2497129	0.9427
rs2256216	0.3074
rs633724	0.93
rs227843	0.007196
rs950374	0.4807
rs2791762	0.04009
rs2094923	0.03318
rs6919474	0.8629
rs2038540	0.6
rs4896965	0.9808
