SNP	PVALUE
rs4840475	0.1222685097
rs7824418	0.3895032796
rs40247	0.2743395521
rs2315837	0.1081413322
rs2217374	0.0799040885
rs4909356	0.0536798873
rs1948467	0.6372813463
rs2338964	0.5818008494
rs2599662	0.2234203734
rs6473911	0.6266210173
rs6557782	0.1978257845
rs4978305	0.5122119489
rs4909336	0.7842652913
rs2703292	0.6519680988
rs11780727	0.8215162698
rs827708	0.6474676311
rs7830505	0.2115502292
rs4463380	0.6130337222
rs7844425	0.8346432311
rs4871135	0.0358085676
rs4960976	0.6557453766
rs1625919	0.3831238482
rs17658614	0.4258354004
rs7341590	0.3877387106
rs7015853	0.687922299
rs1600080	0.4414872473
rs13268558	0.37603314
rs6987427	0.6494395398
rs2469302	0.2533009094
rs1516968	0.8848933222
rs10103906	0.4462679858
rs4736690	0.8969499208
rs4739292	0.900339641
rs2739158	0.7654181437
rs17717009	0.6653558997
rs7818464	0.9742153329
rs901119	0.9797037131
rs11774568	0.8513163394
rs592396	0.1862379527
rs10093786	0.2514805204
rs6993840	0.0607395451
rs10216707	0.4805213978
rs2048316	0.1348454074
rs1460169	0.9573118069
rs7827576	0.2481371279
rs3134024	0.6006779662
rs12681603	0.7996783753
rs13273665	0.172604831
rs4529497	0.2764177185
rs1903335	0.2160050724
rs1596462	0.6947103693
rs2167316	0.6114004413
rs1478041	0.5775022419
rs1464987	0.1869839636
rs1489057	0.0385019214
rs13253277	0.7606082239
rs4734628	0.569991012
rs11780793	0.1352554007
rs2246022	0.3227588143
rs11998398	0.9294152025
rs13267683	0.3759317442
rs2920658	0.0040444072
rs1424882	0.9306361761
rs4577961	0.0313123227
rs6530741	0.0197590593
rs2575719	0.23449456
rs4922050	0.376028084
rs7826799	0.2519098849
rs11785191	0.1144766575
rs9969620	0.3061845051
rs12545655	0.2904595681
rs16882460	0.036909685
rs3750214	0.0926450653
rs1487144	0.8082987432
rs11573878	0.4371765114
rs17068949	0.553406587
rs2860362	0.5324779543
rs1148521	0.4934079129
rs2977732	0.565770839
rs2200644	0.7264072453
rs10503477	0.826658763
rs2938302	0.2543590126
rs4871071	0.872828242
rs6990953	0.7155626315
rs3019877	0.350351124
rs4840356	0.7459196805
rs9657119	0.0693041653
rs1601276	0.3276354662
rs16918928	0.1000594052
rs7387246	0.3501015852
rs7006316	0.9481605993
rs4131843	0.4505627325
rs16905048	0.6582620049
rs305301	0.7176084796
rs11204153	0.6202854136
rs6586712	0.3416745284
rs17746852	0.7517631129
rs13256262	0.460745376
rs724366	0.9960802457
rs4242591	0.420626781
rs4445178	0.5279338635
rs2932215	0.5173310245
rs1006332	0.6366496284
rs6990261	0.5480110538
rs2613681	0.8504210007
rs2469401	0.1290162986
rs2465884	0.0406203249
rs2090845	0.5071319543
rs6471157	0.3143921816
rs907133	0.4566581725
rs11993165	0.0735972603
rs13255288	0.2372173394
rs7007582	0.3571926249
rs11776995	-0.072812967
rs10094125	0.6858154503
rs6472548	0.8882140621
rs2227262	0.9584446813
rs2513364	0.974999409
rs7831448	0.0011111198
rs7827265	0.0095812443
rs1480122	0.5458886644
rs922053	0.9262190679
rs12678243	0.5102528224
rs2739684	0.1333643895
rs2669289	0.7433506488
rs7010699	0.2260629237
rs2012165	0.1790162986
rs4921548	0.3079324666
rs6995444	0.0097184412
rs4282617	0.7027388358
rs720678	0.208194917
rs17063252	0.9533029493
rs1608806	0.7994573712
rs2604311	0.9789196794
rs13259308	-0.0089562145
rs2926619	0.2466388496
rs1466884	0.0723338126
rs11784534	0.0880962622
rs7012266	0.0337922018
rs2895840	0.0271509008
rs557807	0.4456947895
rs2292835	0.7405147998
rs17665878	0.2705419286
rs16875775	0.9671582619
rs6992589	0.195119256
rs12675202	0.7213427189
rs10505589	0.2378697592
rs10102048	0.3747500915
rs3132874	0.0932590344
rs7832556	0.0984439735
rs2591014	0.8902236794
rs2582778	0.2122198188
rs16885676	0.6704683554
rs7015253	0.9073404472
rs2978995	0.9297908276
rs624914	0.3514020899
rs2048653	0.9598389516
rs1512801	0.0898347588
rs9297186	0.8444628621
rs1434922	0.8223570902
rs7004257	0.9006177773
rs1949109	0.9921604613
rs979449	0.4143411115
rs890534	0.1052163952
rs13255382	0.133027798
rs311421	0.4933140612
rs11995834	0.7973900506
rs17667042	0.2883771374
rs13252930	0.8039895067
rs2062049	0.1676704976
rs13261466	0.1820282347
rs13275831	0.0743641847
rs11774771	0.0613660252
rs12678458	0.4824063156
rs17641448	0.6171142609
rs12677612	-0.0360162554
rs17495275	0.200655699
rs17683694	0.7433506488
rs16911294	0.0658595746
rs1522061	0.4478913192
rs4422735	0.4578255018
rs16892637	0.5940445364
rs1899496	0.5412702682
rs1530781	0.1852587713
rs9987289	0.387836783
rs7005314	0.609250343
rs10505497	0.2868131977
rs7845083	0.2658845311
rs2448173	0.4013256215
rs2409115	0.0266004768
rs268415	0.0970160772
rs4872513	0.4073575053
rs184319	0.5130159646
rs728153	0.0705083674
rs7816108	0.98414646
rs6988111	0.9465044454
rs1642588	0.6498083814
rs10107716	0.6328260053
rs7813895	0.3801725312
rs7827629	0.7289824702
rs10955811	0.2611027334
rs283730	0.6525978412
rs7002639	0.008057466
rs10106044	0.0354042887
rs890307	0.6189266245
rs17255646	0.3440865167
rs6469249	0.0697306612
rs7004557	0.4940647901
rs13274146	0.6436390915
rs7836044	0.9101336544
rs7838433	0.1785518641
rs1398489	0.4576092651
rs6471269	0.3114221543
rs1125502	0.1251252195
rs6994971	0.0089454867
rs7011788	0.7260519649
rs7005719	0.2779157379
rs12549539	0.6972984921
rs16906834	0.1339124618
rs330065	0.0010731443
rs1492666	0.0989545785
rs1695705	0.1272603206
rs16924700	0.8917962667
rs12114778	0.8529611391
rs11781479	0.4757090315
rs3808381	0.4959809692
rs7845962	0.9634115944
rs327325	0.5525283748
rs11995037	0.0375009562
rs41320651	0.8734404576
rs4737375	0.4355136535
rs10958511	0.3834342398
rs2239668	0.1889346752
rs891393	0.8295548734
rs10100291	0.1132063833
rs12544182	0.5226398856
rs9297381	0.3440865167
rs6474300	0.9475504457
rs253	0.1740084525
rs364335	0.2989645997
rs12114518	0.4285315049
rs10103809	0.043760175
rs6470612	0.3235726433
rs17470582	0.2879602651
rs7461443	0.1697893927
rs11136036	0.0007888221
rs1788147	2.33731e-05
rs7463257	0.0248465345
rs3110144	0.3065959788
rs17637578	0.5457040475
rs2447188	0.6698407732
rs6470271	0.6892626764
rs1036689	0.2843070743
rs2100663	0.6260783115
rs6999435	0.997735255
rs2929970	0.6496283628
rs10504070	0.4440700069
rs2575944	0.9777871748
rs13265657	0.4573239744
rs2943553	0.0306309536
rs7839447	0.5005930908
rs16923883	0.5254272717
rs10109414	0.811639325
rs2816503	0.028784274
rs571652	0.8058510522
rs4870981	0.4119187846
rs1501349	0.2325290259
rs4738371	0.5392361955
rs2609627	0.4518973687
rs17070856	0.6203759848
rs12234925	0.6513382774
rs4559238	0.2218756026
rs16878763	0.7729717178
rs17818981	0.7007988048
rs4243851	0.4503445856
rs16880734	0.6244498071
rs2410497	0.4101754574
rs10102572	0.9136246681
rs7015185	0.0118660501
rs2616175	0.5190126462
rs11776030	0.917813187
rs13251719	0.7402488817
rs12548258	0.0481418253
rs10101972	0.7693712605
rs7015630	0.2899392609
rs10954781	0.3174584634
rs4875397	0.7865727181
rs10101203	0.404927352
rs4873570	0.2916368821
rs9657551	0.0259319718
rs417088	0.497346956
rs4471028	0.3826322708
rs2127806	0.7260635089
rs7018058	0.7015798278
rs1365645	0.0224437434
rs4366112	0.2626468161
rs1384182	0.883339577
rs16878625	0.1279910308
rs6471849	0.3180709771
rs2351949	0.707105439
rs11776330	0.4541836708
rs17479581	0.4771253085
rs937670	0.0575968994
rs745487	0.4555163938
rs7008583	0.0729154153
rs11786962	0.3331038667
rs4617161	0.0113769902
rs7840862	0.9753478849
rs7839051	0.7803858474
rs1383961	0.9412739922
rs10503311	0.0664186374
rs9774266	0.9000938397
rs2294006	0.2104331619
rs10958040	0.4886175722
rs1383479	0.2928504227
rs1383293	0.2566222895
rs305354	0.6723506643
rs474949	0.7496387583
rs12541993	0.9984321
rs2720623	0.5305312567
rs16875576	0.197372127
rs12550496	0.2791755379
rs4398868	0.3771181255
rs16898060	0.1421154838
rs2922869	0.4970657718
rs1441196	0.0347512806
rs4739648	0.5810507215
rs1735412	0.5026205048
rs10091524	0.2093147285
rs11775867	0.7711209888
rs10956492	0.683720422
rs2613217	0.5833994622
rs17201317	0.5901681353
rs10283221	0.819810405
rs7464600	0.6045884408
rs6559207	0.647647728
rs7823238	0.4770309129
rs4076446	0.2504063964
rs2726948	0.0391597098
rs2668110	0.8475298973
rs2278466	0.4488457245
rs1979330	0.0002331623
rs9694294	0.0341838192
rs2514607	0.9737797316
rs13268781	0.7465978095
rs17291311	0.7084415394
rs17413497	0.3983685677
rs2945913	0.7110238595
rs4421354	0.2416675958
rs4246828	0.6949781584
rs756005	0.7839154404
rs1979830	0.7937804104
rs6470441	0.8917962667
rs1499652	0.2952371177
rs10112489	0.8008223322
rs2369693	0.2331850984
rs7842707	0.0630674682
rs12677963	0.7014014993
rs10094982	0.8823586417
rs10046696	0.9405765391
rs2196074	0.9802263988
rs11775757	0.1644800857
rs3888124	0.0660531109
rs981817	0.7220537622
rs35252795	0.5199431025
rs7821846	0.8389402982
rs6470436	0.0456611731
rs10092884	0.5578679782
rs7015351	0.9851917879
rs830458	0.6083136745
rs4613969	0.1790162986
rs4618710	0.4789182102
rs9298077	0.0862654915
rs1486918	0.0522131926
rs10087208	-0.0283540702
rs893308	0.4965033224
rs1868841	0.1879025374
rs7017127	0.7647619656
rs17453232	0.3173563539
rs11777458	0.824727607
rs3808357	0.0733073152
rs6998500	0.5788746551
rs4476968	0.2746555031
rs13274395	0.9483349271
rs7813071	0.0448505619
rs1499682	0.5048353682
rs7825717	0.4203370619
rs4540435	0.2974126898
rs12548445	0.4154060907
rs10464871	0.4553260476
rs11991613	0.4884295525
rs10957521	0.9444995289
rs7820974	0.9034118805
rs7824311	0.3879348505
rs1055329	0.4539003438
rs1352989	0.2448042762
rs2955017	0.1188568469
rs10096878	0.4947215188
rs1480792	0.2024619859
rs4526318	0.6168423425
rs2956058	0.0537613454
rs13261565	0.5454271035
rs13252872	0.2384131355
rs11778668	0.6401681353
rs1584448	0.9073404472
rs6990023	0.1808712008
rs10102934	0.2632303287
rs2271103	0.0187412742
rs2016718	0.950339641
rs16900888	0.2808533625
rs976049	0.2348216678
rs1481467	0.5320145591
rs1872339	0.1618695024
rs7822088	0.9138864725
rs4562319	0.2336217693
rs2705312	0.4015204667
rs997310	0.3255037916
rs2739045	0.2119966763
rs2884295	0.3700051548
rs2981182	0.8569893334
rs7816422	0.5228257867
rs13265701	0.4322815788
rs10089310	0.5931194354
rs2607623	0.5752137998
rs1319755	0.6906920707
rs3098214	0.9683780561
rs1457046	0.5633834003
rs16883662	0.4391891494
rs6994175	0.7055017396
rs269175	0.2649296901
rs1482015	0.5995860199
rs1448718	0.9222626947
rs17491195	0.3001015806
rs5025883	0.5147290024
rs7464192	0.0667305299
rs16910867	0.7602546132
rs715731	0.7208093862
rs9297185	0.879036755
rs2730152	0.1005225346
rs7845309	0.7185867007
rs1351207	0.8346432311
rs6984820	0.5848161984
rs13278506	0.8812222818
rs734945	0.1397821081
rs16904971	0.6249927065
rs10111751	0.8097933501
rs896381	0.3776110984
rs41374945	0.8381511567
rs10504758	0.8604036127
rs2605877	0.8817467652
rs7842443	0.5884680904
rs1380789	0.4902152405
rs12708212	0.3855798985
rs12681921	0.1599645389
rs6989539	0.0919616566
rs4922128	0.3789907524
rs11203905	0.5404382948
rs2514791	0.3098817943
rs4316152	0.689620058
rs12375352	0.5024036986
rs4512362	0.4145347823
rs13250165	0.7087977846
rs13250736	0.9733441278
rs4074074	0.1545771514
rs1834733	0.8897868253
rs6985805	0.9325547443
rs7007146	0.4769365139
rs7009486	0.662573369
rs7842255	0.6864028274
rs9942838	0.1214911752
rs17454322	0.0425251541
rs17455458	0.0015449277
rs6991637	0.4330500822
rs7815591	0.1119883833
rs4389936	0.5012807226
rs7013672	0.7256078381
rs10097149	0.3423783815
rs2409811	0.3566941866
rs40452	0.2765495577
rs7014579	0.1326785185
rs4268095	0.9701205787
rs1365217	0.31469909
rs7825803	0.5850902068
rs1265121	0.6399877619
rs4875090	0.4770309129
rs11786572	0.3522019185
rs5028506	0.8153302798
rs12056342	0.0544682641
rs602755	0.4538979961
rs1283675	0.8689794704
rs1871592	0.4892755438
rs3857944	0.4616949619
rs17078510	0.8320993319
rs276643	0.2249627185
rs10956245	0.0413865894
rs6985346	0.3878475786
rs11775247	0.1730730052
rs4406427	0.1150070514
rs11775983	0.2084378627
rs4874144	0.9005139592
rs10100593	0.8793864588
rs4737240	0.7983582551
rs13263401	0.8046052269
rs6984268	0.2881687174
rs2001828	-0.0712447208
rs4897646	0.8573395547
rs7842128	0.144075791
rs16902846	0.5723742286
rs1451845	0.3133687005
rs12543841	0.0109843583
rs17072197	0.3985958843
rs6989204	0.9440636628
rs13250684	0.3925386451
rs11166863	0.4135662577
rs11992532	0.2980336597
rs4297002	0.0735972603
rs17334932	0.5830803706
rs4132545	-0.0497626479
rs4736471	0.2156724092
rs2409809	0.301237649
rs1735166	0.574939095
rs1584375	0.9414483532
rs10091469	0.09731287
rs289609	0.5324779543
rs17669452	0.649088268
rs7814440	0.2800681676
rs13270711	-0.0198277974
rs7812517	0.1928220443
rs7815720	0.0268855652
rs2454015	0.5054897126
rs12541897	0.1186388043
rs13259665	0.4761812054
rs9643263	0.690066754
rs13255840	0.8696793196
rs10435879	0.1324413785
rs4978709	0.1923656645
rs4838341	0.1462754296
rs12682690	0.7177863489
rs2110236	0.0246854183
rs7868724	0.5130511938
rs12340697	0.5756715974
rs10975937	0.0111932771
rs2428107	0.2953407936
rs1341062	0.2371085636
rs7042434	0.565770839
rs11143126	0.1928220443
rs4278238	0.1212232823
rs11794873	0.8524964227
rs10810958	0.8854176918
rs12005581	0.9646314666
rs277701	0.6901560891
rs10448181	0.097204972
rs2819845	0.618382993
rs12352310	0.5276554489
rs686944	0.9412739922
rs7028763	0.7007773083
rs7024102	0.6975661649
rs10746938	0.1901943851
rs10119343	0.8550629556
rs1508390	0.5172440236
rs7028637	0.4827831461
rs2183966	0.8528735562
rs7032051	0.1631958184
rs10812808	0.8809600339
rs10987559	0.771738964
rs4977446	0.0494511048
rs10984620	0.0456776096
rs12552120	0.3399639399
rs4741793	0.4473184997
rs10979666	0.6369391574
rs4587398	0.0937222387
rs7019516	0.7432620453
rs10963810	0.9518213217
rs10756653	0.8300813595
rs2909295	0.8104911474
rs4339715	0.917813187
rs17454793	0.8444628621
rs11791930	0.0544368974
rs10971964	0.0534306057
rs10758600	0.517895737
rs10976654	0.2312177881
rs7870713	0.5270057219
rs7846936	0.9349091808
rs943735	0.2820056119
rs10780899	0.1201758083
rs1338754	0.752975269
rs934523	0.2908697634
rs12339818	0.0006784203
rs4961638	0.7126261479
rs1321919	0.9601003729
rs2846450	0.7397170158
rs11141495	0.507545302
rs7851019	0.5423792505
rs1411999	0.6398880797
rs10971389	0.3992786528
rs2784623	0.6152104806
rs4977338	0.0634140179
rs2821134	0.3148013789
rs3849897	0.2746555031
rs571380	0.9489450682
rs1416577	0.4499905278
rs4446782	0.6081320311
rs11791668	0.4506580873
rs7035951	0.9610589061
rs11143667	0.9062056034
rs10780685	0.8673171975
rs544229	0.1063123227
rs12353453	0.0001586274
rs7858824	0.2465310179
rs10981618	0.9198199264
rs1331372	0.4340103588
rs10868538	0.8924951509
rs9299275	0.5722875275
rs10759508	0.1625824747
rs10122917	0.793868467
rs1889266	0.9740410927
rs2991752	0.8131334417
rs2382304	0.1782033507
rs564014	0.3606778133
rs4351470	0.1275754088
rs10758097	0.243182984
rs328881	0.7042407713
rs10481647	0.4836308293
rs2769154	0.6785308244
rs1566591	0.3182750937
rs17058479	0.544965481
rs13293296	0.391070488
rs1354892	0.2902514692
rs979468	0.0444295423
rs11790231	0.0782542887
rs10780330	0.6375520568
rs10120332	0.9673325197
rs1547756	0.5870106203
rs7860363	0.8830579018
rs10759632	0.7041650057
rs6477615	0.7926355983
rs656315	0.6941747547
rs12349538	0.541022433
rs4409473	0.4839603836
rs9314695	0.883339577
rs7857967	0.5766785597
rs278720	0.9512983817
rs2183645	0.0573495278
rs10746902	0.6813946439
rs10081687	0.3464950779
rs10117926	0.5886505973
rs2996632	0.091167273
rs4977251	0.7745520306
rs7864366	0.3683217805
rs6559758	0.9072531537
rs4147132	0.2408007049
rs3945581	0.1613937686
rs6478219	0.1959917016
rs2011091	0.0307956443
rs4977335	0.5616377528
rs13298607	0.9945994434
rs10441779	0.1438479781
rs10757510	0.0382090643
rs10738973	0.235148673
rs13283250	0.2244121577
rs1757106	0.4844782562
rs1333776	0.4742920188
rs10858224	0.9330779684
rs4741965	0.7265848784
rs10512231	0.9912022838
rs7036781	0.2398351755
rs13302754	0.9318815525
rs4841937	0.9266242059
rs10813165	0.317662662
rs7048258	0.4884295525
rs10817104	0.4204150622
rs7018484	0.6549361969
rs7030140	0.4262207515
rs10813149	0.012063984
rs824273	0.4521832699
rs11787891	0.6549361969
rs10960343	0.0969890846
rs10973575	0.1393881088
rs4841999	0.1854890145
rs10981021	0.1929666295
rs2930740	0.089021784
rs12000426	0.793868467
rs7864059	0.1956687414
rs10819788	0.4514207944
rs4879658	0.2772853744
rs10810794	0.8265709905
rs9695818	0.9987805223
rs1505644	0.7008664824
rs1331345	0.1253910163
rs13285078	0.2804341099
rs11243896	0.1528002482
rs10981875	0.9830140117
rs10809929	0.5455194206
rs10758936	0.7089758996
rs7040821	0.4461282962
rs320256	0.8833201169
rs477789	0.4235219309
rs7848088	0.6033174505
rs4262377	0.7747399053
rs11138552	0.1174184822
rs12555245	0.9763061857
rs10820799	0.2722311839
rs7868400	0.5339603836
rs882125	0.3449901265
rs10987327	0.5177095469
rs17055851	0.1985058175
rs12377039	0.6311410796
rs1327831	0.0882760352
rs13294570	0.853574203
rs10812446	0.842622282
rs10988599	0.0192614012
rs10983233	0.1716675747
rs980462	0.5106260856
rs3793457	0.6310507215
rs2636885	0.0529729734
rs895173	0.1183775022
rs903547	0.7296927055
rs7026768	0.7062145461
rs7041637	0.1087842319
rs1040888	0.1677883811
rs10819858	0.0380710392
rs1855146	0.2991713916
rs2218384	0.4158900026
rs1339254	0.5755800422
rs2472385	0.3113196339
rs2383192	0.7259631419
rs4744105	0.9046341804
rs2146074	0.8113756348
rs10986638	0.9137119366
rs6474853	0.4750478507
rs10116611	0.2245222944
rs10733467	0.9412739922
rs10991370	0.3634611299
rs734469	0.3570929484
rs2787390	0.1479423106
rs1109952	0.3991811282
rs2519198	0.2163383327
rs2785109	0.1801761416
rs7467386	0.9538258644
rs12337475	0.2167824971
rs964912	0.5174227798
rs12553820	0.8406060948
rs1547696	0.5150085492
rs10963067	0.8526983888
rs4838300	0.7785336836
rs10114374	0.9134501302
rs12348570	0.0170827323
rs10809483	0.22584298
rs1368680	0.787349994
rs10869094	0.4497827617
rs10964605	3.05507e-05
rs10759918	0.5658626328
rs7022552	0.6505283908
rs1857137	0.9033245706
rs10959761	0.5747559475
rs680138	0.0352986189
rs10989966	0.18156563
rs12686619	0.975260766
rs10961126	0.5594830997
rs833445	0.3460938873
rs7037162	0.1891638594
rs596427	0.7818849277
rs4979174	0.0093839354
rs1887957	0.7187369363
rs3814545	0.3121395986
rs1396906	0.3543437033
rs11138518	0.7528250656
rs7865469	0.6471974733
rs9785216	0.782590288
rs10816122	0.0480932002
rs3889672	0.758928431
rs7857901	0.9338851267
rs12378332	0.9634115944
rs1343395	0.0982960413
rs10817241	0.9101336544
rs10962543	0.2171154838
rs10780680	0.8201617076
rs455499	0.6670605966
rs715118	0.3075213699
rs12552010	0.95600461
rs4879743	0.0006732799
rs7021057	0.6845252763
rs6560288	0.9668968743
rs10813777	0.1319542893
rs2900430	0.5787007954
rs10971778	0.740780708
rs1565789	0.8920583514
rs9919066	0.3391583504
rs11142621	0.7385645038
rs2147062	0.3250974315
rs2039318	0.2320926128
rs1341214	0.2408756702
rs1411103	0.9654156561
rs11144512	0.1588905999
rs10815331	0.486454594
rs1927631	0.4582192518
rs7861387	0.8444628621
rs1005682	0.1077078167
rs16909765	0.3530013816
rs7856205	0.4541808817
rs7853362	0.8002063724
rs7866436	0.2653541567
rs1934107	0.0232239125
rs9695134	0.6654456342
rs12339666	0.8779001656
rs13295925	0.1554181294
rs1337696	0.0334172307
rs10814518	0.0917016213
rs17382569	0.3733673805
rs10810624	0.0025763065
rs17410045	0.1680240887
rs7467533	0.3734661789
rs10988152	0.1716675747
rs721832	0.1954413627
rs10809250	0.1130635791
rs7039796	0.6020424982
rs2185330	-0.0442987083
rs303542	0.2530898024
rs12378187	0.6863134342
rs6559802	0.3637590902
rs883599	0.0112053896
rs629806	0.660597772
rs7864018	0.1932781719
rs10979066	0.9962544574
rs7859025	0.4226537742
rs1932140	0.0284671456
rs7042935	0.7348397217
rs13289541	0.0008752301
rs7864682	0.7619341225
rs4879656	0.3071101575
rs17734580	0.1885907765
rs7043062	0.0797480223
rs496152	0.5059570145
rs6597632	0.9112682933
rs946804	0.8910973559
rs510101	0.9667226152
rs6476127	0.8287650987
rs7043216	0.9107974898
rs7024925	0.5021229942
rs4744803	0.0954608739
rs6476257	0.0296930706
rs3818901	0.5334045502
rs7861625	0.6114958635
rs7872386	0.8083866673
rs12343963	0.3435843031
rs7032101	0.0101071182
rs1324932	0.3324356053
rs447681	0.9561789051
rs2147735	0.7777397769
rs3860149	0.5442267565
rs10963518	0.5138426432
rs603497	0.7738496974
rs7862580	0.8390878366
rs11787956	0.9510369092
rs1327521	0.6866709987
rs12685276	0.412597306
rs17754240	0.3062873844
rs6479062	0.8117272203
rs10961605	0.0484980103
rs7869015	0.9269730959
rs1361925	0.0980673076
rs1448775	0.6765610928
rs2173897	0.7625527991
rs12001550	0.0015654677
rs4744107	0.799062342
rs2810747	0.1872137062
rs11243489	0.8787174797
rs3739708	0.2910836735
rs7036572	0.8560261786
rs10780869	0.9508625933
rs2224980	0.2070737152
rs7852370	0.6429630616
rs7869199	0.326920901
rs10988589	0.0153402157
rs10759237	0.2695907122
rs13299931	0.9140610071
rs515045	0.1631760457
rs7035562	0.0124742126
rs7851363	0.3537006132
rs10962314	-0.042094539
rs28394554	0.6872073036
rs11793586	0.7783572663
rs11103291	0.5295110981
rs10969626	0.0017750324
rs7868586	0.3459935749
rs486317	0.145434156
rs3808668	0.5038068254
rs10869055	0.0768534497
rs9410966	0.9786583335
rs7027038	0.4248717393
rs10816524	0.8498077902
rs2149814	0.6747698171
rs489045	0.6352956642
rs7034294	0.5820750676
rs10820827	0.4895574852
rs328012	0.3132663139
rs499381	0.179248409
rs10118808	0.0040915458
rs10967593	0.2584378627
rs10817943	0.67727744
rs10123236	0.5712744694
rs7039568	0.3888172426
rs4266725	0.6612264523
rs1338749	0.8082987432
rs7847343	0.4900273259
rs10968136	0.4296727672
rs10121187	0.0184954906
rs10818024	0.907951492
rs1538516	0.5138902114
rs17054957	0.0586143625
rs996485	0.790874071
rs550891	0.4321854982
rs12379261	0.141958906
rs4397511	0.516126486
rs17719825	0.6762924387
rs803906	0.1413203527
rs10901356	0.1268441083
rs2382401	0.6551160258
rs713168	0.2457554197
rs13285474	0.0031115271
rs9644923	0.8374496541
rs2297399	0.6110374066
rs10819963	0.2469985568
rs10869130	0.231764641
rs10811032	0.7942206851
rs2772215	0.0079402016
rs1327792	0.8639045762
rs7853123	0.7967738688
rs560056	0.4084259012
rs16910679	0.7698848998
rs472814	0.1512141599
rs13301218	0.5814351951
rs1002841	0.2686387631
rs3948855	0.0694660201
rs7026304	0.7239198881
rs4977345	0.8114539923
rs2031455	0.6242688262
rs10818144	0.8167922305
rs10966956	0.4073575053
rs12379927	0.1791323627
rs1416957	0.7575135881
rs7033572	0.0833741693
rs1768893	0.5376467064
rs7847157	0.3494009099
rs11789630	0.3020633109
rs3118839	0.3132624626
rs11143040	0.6106743415
rs12341511	0.7688442633
rs1342119	0.3887101031
rs2761700	0.6851511953
rs7048074	0.8986835804
rs12001830	0.3357302181
rs12001338	0.3180709771
rs7865509	0.7063927349
rs7033616	0.5743896261
rs4329349	-0.00202030960000001
rs688430	0.0149753435
rs9410586	0.8620537788
rs10963078	0.1534942665
rs10813582	0.2473933778
rs7867403	0.267580177
rs7039760	0.770238087
rs13285464	0.5196639943
rs1537220	0.9767417734
rs10760780	0.2315459348
rs7021909	0.0878326389
rs2073909	0.473819517
rs943616	0.5966727595
rs10992970	0.5826234466
rs4333664	0.4305515246
rs17692260	0.2250727939
rs753826	0.4654898528
rs3008747	0.3746789584
rs2094583	0.8770258116
rs10122443	0.4554212224
rs10973142	0.7704251771
rs16931379	0.9664612257
rs13284453	0.9246515778
rs11140664	0.8882225271
rs1359146	0.9397047024
rs4745462	0.2634428802
rs7027964	0.7716506846
rs1020048	0.9092608156
rs10780217	0.1618850848
rs10511813	0.884298789
rs785852	0.9001811636
rs10780860	0.0941984575
rs2680219	0.9664612257
rs10969962	0.2910709909
rs10987900	0.7272986858
rs1888223	0.9973868323
rs12554192	0.1042766247
rs10746732	0.6102204674
rs7029794	0.8128543774
rs4978638	-0.000303638799999992
rs7034929	0.2260629237
rs10512150	0.647647728
rs10733738	0.2928504227
rs260209	0.9824913396
rs1881389	0.860753748
rs7874953	0.8118151148
rs1873120	0.713694116
rs2987090	0.3839143487
rs905356	0.3902427158
rs10858294	0.1337630424
rs12351510	0.4343943601
rs506113	0.5445037967
rs10759752	0.6783517868
rs7029438	0.9458070955
rs7042608	0.6722610453
rs13287626	0.4130818354
rs10858273	0.6797814797
rs637039	0.0802726597
rs935054	0.8293793727
rs17720229	0.5816180265
rs4351744	0.9373506276
rs1625223	0.8984346123
rs2466748	0.0339525573
rs10733952	0.505935594
rs10825278	0.4662481731
rs2447647	0.8705540855
rs7893667	0.9966899865
rs10996467	0.9516470091
rs2494984	0.3249958251
rs869466	0.0529887713
rs4019513	0.4945338972
rs2793299	0.2835081964
rs7901257	0.7878786932
rs704010	0.89293194
rs2936563	0.8702916611
rs2435354	0.8946789935
rs4750795	0.3293847587
rs7921676	0.0884142583
rs2485971	0.8496180004
rs11597435	0.5986758459
rs2894970	0.1657816542
rs11255473	0.2983440415
rs7910256	0.3103793473
rs6585082	0.3639577035
rs4881421	0.2548038758
rs7917532	0.349701234
rs12266801	0.139881019
rs11596067	0.8072435926
rs7917903	0.0576278011
rs3793766	0.5865512649
rs12248471	0.4296727672
rs7916782	0.5155675676
rs1243977	0.4393807412
rs4748171	0.1988456308
rs10443953	0.0177541627
rs1168588	0.6323155747
rs4617518	0.6092217764
rs16918975	0.2406922945
rs7087527	0.9449353897
rs11199282	0.1695542726
rs17138883	0.4917181152
rs2275438	0.4029455143
rs9423406	0.0431438521
rs7093892	0.2853518671
rs11197303	0.7278281799
rs10829281	0.5389587273
rs11572127	0.9414483532
rs11196693	0.7721803466
rs2115819	0.8208642785
rs11248283	0.4103670858
rs12573097	0.336133898
rs265503	0.1224976522
rs1037373	0.4595103936
rs12251662	0.1686130129
rs1900512	0.921514564
rs16935722	0.0072751112
rs12254574	0.7174306054
rs196326	0.9653285245
rs17132578	0.1485980745
rs7073586	0.3562953354
rs2884128	0.9482477633
rs6601863	0.7673238368
rs10733826	0.9959931398
rs2253585	0.6440445364
rs17535328	0.2465310179
rs7899374	0.2305611788
rs2451499	0.8200292321
rs2815550	0.6288816013
rs12243959	0.1588905999
rs10996069	0.7015798278
rs1569962	0.0472482583
rs6602403	0.4810870073
rs10900229	0.4965970715
rs7914851	0.9679424181
rs7077191	0.3063902565
rs16931975	0.0371184082
